Date;Région;Département;Type de ligne;Matériel;Coût par minute;Durée de communication;Coût de communication;Qualité de la communication
01/05/2023;Massachusetts;RH;Mobile;Samsung Galaxy;0,1;75;7,5;3
01/09/2023;Auvergne-Rhône-Alpes;Ventes;VoIP;Thomson st2030;0,1;65;6,5;10
01/08/2024;Kentucky;SI;VoIP;Thomson st3030;0,1;70;7;10
01/02/2021;Hawaii;Marketing;Fixe;Logicom Nova 350;0,12;20;2,4;5
01/06/2022;Grand;Est;VoIP;Thomson st3030;0,12;20;2,4;5
01/01/2024;Montana;SI;Mobile;LG G4;0,1;60;6;9
01/06/2024;New;York;VoIP;Cisco SPA 303;0,09;60;5,4;10
01/09/2021;Utah;Direction;VoIP;Thomson st2030;0,1;65;6,5;9
01/01/2024;Terre-Neuve-et-Labrador;RH;Mobile;Samsung Galaxy;0,11;30;3,3;5
01/09/2023;Nouvelle-Aquitaine;Production;Mobile;Samsung Galaxy;0,09;50;4,5;9
01/05/2022;Nouvelle-Écosse;Ventes;VoIP;Thomson st3030;0,1;55;5,5;10
01/07/2022;Illinois;Ventes;VoIP;Thomson st3030;0,12;15;1,8;8
01/08/2023;Illinois;Juridique;Mobile;LG G4;0,11;20;2,2;2
01/02/2024;Alabama;Juridique;VoIP;Cisco SPA 303;0,12;40;4,8;7
01/01/2023;Écosse;Achats;Mobile;Apple iPhone;0,09;10;0,9;7
01/09/2024;Tennessee;Achats;Mobile;Apple iPhone;0,09;20;1,8;5
01/01/2024;Minnesota;RH;Mobile;Apple iPhone;0,1;25;2,5;2
01/04/2023;Nouvelle-Aquitaine;Ventes;Fixe;Logicom Nova 350;0,1;70;7;4
01/07/2023;Nouveau-Brunswick;Juridique;Mobile;Apple iPhone;0,11;60;6,6;5
01/10/2021;Montana;Direction;VoIP;Thomson st3030;0,11;75;8,25;4
01/05/2021;Wyoming;Ventes;Mobile;LG G4;0,1;70;7;4
01/11/2023;Auvergne-Rhône-Alpes;R&D;Fixe;Logicom Nova 350;0,1;50;5;9
01/03/2023;Irlande;du;Fixe;Siemens Gigaset a400;0,11;60;6,6;5
01/12/2021;Québec;Finance;Fixe;Siemens Gigaset a400;0,09;45;4,05;8
01/12/2024;Nevada;Juridique;Fixe;Logicom Nova 350;0,11;30;3,3;2
01/05/2024;Hauts-De-France;Ventes;VoIP;Thomson st3030;0,1;20;2;6
01/07/2022;Alberta;Achats;Mobile;Apple iPhone;0,11;5;0,55;5
01/07/2021;Oklahoma;Direction;Fixe;Siemens Gigaset a400;0,11;20;2,2;3
01/12/2021;Montana;Production;Fixe;Siemens Gigaset a400;0,09;65;5,85;5
01/12/2023;Terre-Neuve-et-Labrador;Marketing;Mobile;Apple iPhone;0,09;15;1,35;5
01/06/2023;Montana;Marketing;Fixe;Siemens Gigaset a400;0,11;70;7,7;10
01/08/2023;Vermont;Direction;VoIP;Thomson st3030;0,12;70;8,4;4
01/06/2022;Nouveau-Brunswick;Direction;Mobile;Apple iPhone;0,09;70;6,3;2
01/05/2023;Île-du-Prince-Édouard;Ventes;Mobile;Samsung Galaxy;0,11;70;7,7;9
01/11/2021;Michigan;Ventes;Fixe;Siemens Gigaset a400;0,12;65;7,8;10
01/05/2024;Idaho;Juridique;Fixe;Alcatel Versatis;0,12;55;6,6;9
01/02/2022;Auvergne-Rhône-Alpes;Direction;Fixe;Siemens Gigaset a400;0,12;70;8,4;4
01/04/2021;Minnesota;Juridique;Fixe;Alcatel Versatis;0,09;35;3,15;3
01/12/2023;West;Virginia;VoIP;Cisco SPA 303;0,09;50;4,5;2
01/07/2022;Auvergne-Rhône-Alpes;SI;Fixe;Alcatel Versatis;0,1;15;1,5;10
01/12/2022;Nouvelle-Aquitaine;RH;Mobile;Apple iPhone;0,09;35;3,15;3
01/03/2023;Virginia;RH;VoIP;Thomson st3030;0,1;35;3,5;5
01/06/2022;Kansas;SI;Fixe;Siemens Gigaset a400;0,09;60;5,4;7
01/02/2022;Nouvelle-Aquitaine;Direction;Mobile;Apple iPhone;0,1;40;4;5
01/02/2023;Nouvelle-Aquitaine;Production;Mobile;LG G4;0,09;10;0,9;9
01/03/2022;Corse;Ventes;Fixe;Siemens Gigaset a400;0,11;15;1,65;3
01/02/2022;Île-du-Prince-Édouard;Marketing;Fixe;Logicom Nova 350;0,12;70;8,4;8
01/02/2022;South;Dakota;Fixe;Siemens Gigaset a400;0,11;20;2,2;10
01/05/2022;Auvergne-Rhône-Alpes;Direction;VoIP;Thomson st3030;0,12;70;8,4;4
01/10/2024;Grand;Est;Mobile;Samsung Galaxy;0,12;55;6,6;8
01/03/2023;Connecticut;RH;VoIP;Cisco SPA 303;0,12;5;0,6;5
01/02/2024;Nunavut;Production;VoIP;Thomson st3030;0,11;65;7,15;7
01/12/2021;Connecticut;Ventes;Mobile;LG G4;0,11;25;2,75;4
01/04/2022;Nouveau-Brunswick;Ventes;Mobile;Samsung Galaxy;0,09;65;5,85;9
01/01/2024;Minnesota;R&D;VoIP;Thomson st2030;0,09;15;1,35;8
01/07/2024;Nouvelle-Écosse;R&D;Mobile;Samsung Galaxy;0,1;50;5;10
01/09/2024;Missouri;Direction;Mobile;Samsung Galaxy;0,09;60;5,4;2
01/11/2022;Missouri;Direction;VoIP;Cisco SPA 303;0,11;5;0,55;7
01/07/2022;Oklahoma;Direction;Mobile;LG G4;0,1;5;0,5;4
01/09/2021;Corse;Achats;VoIP;Thomson st2030;0,11;20;2,2;9
01/10/2024;Missouri;Production;Mobile;LG G4;0,12;25;3;10
01/02/2022;Wyoming;SI;Mobile;Samsung Galaxy;0,11;40;4,4;5
01/05/2022;Centre-Val;de;Fixe;Alcatel Versatis;0,1;65;6,5;2
01/10/2021;Île-de-France;Juridique;Mobile;Apple iPhone;0,11;5;0,55;9
01/01/2021;Louisiana;Juridique;Fixe;Alcatel Versatis;0,1;10;1;4
01/08/2022;Utah;Production;Fixe;Siemens Gigaset a400;0,1;20;2;6
01/09/2021;Connecticut;R&D;Fixe;Siemens Gigaset a400;0,11;10;1,1;8
01/08/2021;Rhode;Island;Mobile;Apple iPhone;0,12;35;4,2;8
01/04/2023;South;Carolina;VoIP;Cisco SPA 303;0,09;5;0,45;2
01/05/2024;Hauts-De-France;RH;VoIP;Thomson st2030;0,12;40;4,8;6
01/05/2022;Georgia;Ventes;VoIP;Thomson st3030;0,12;65;7,8;8
01/02/2024;Delaware;R&D;Mobile;Apple iPhone;0,11;45;4,95;6
01/10/2021;Alaska;Ventes;Mobile;LG G4;0,11;60;6,6;10
01/12/2022;Connecticut;Ventes;VoIP;Thomson st2030;0,1;65;6,5;8
01/12/2024;Hauts-De-France;Juridique;VoIP;Cisco SPA 303;0,09;75;6,75;7
01/03/2024;Occitanie;Achats;Mobile;Apple iPhone;0,1;10;1;2
01/02/2021;Oklahoma;Ventes;VoIP;Thomson st2030;0,1;5;0,5;10
01/12/2022;Colorado;Ventes;VoIP;Thomson st2030;0,1;45;4,5;7
01/04/2024;Michigan;SI;VoIP;Thomson st2030;0,12;5;0,6;9
01/11/2023;Maryland;Production;VoIP;Cisco SPA 303;0,1;5;0,5;2
01/05/2024;Vermont;RH;Fixe;Alcatel Versatis;0,11;55;6,05;10
01/11/2023;Oregon;Production;Fixe;Logicom Nova 350;0,12;25;3;10
01/07/2023;Pennsylvania;RH;Mobile;Apple iPhone;0,11;70;7,7;3
01/09/2021;Minnesota;Direction;VoIP;Thomson st3030;0,09;60;5,4;6
01/05/2024;Provence-Alpes-Côte;d'Azur;Fixe;Siemens Gigaset a400;0,1;60;6;6
01/09/2024;Grand;Est;VoIP;Thomson st3030;0,12;50;6;9
01/10/2021;Yukon;Marketing;Fixe;Logicom Nova 350;0,09;50;4,5;7
01/10/2022;Pays;de;Mobile;Samsung Galaxy;0,1;20;2;9
01/03/2023;Washington;Achats;Fixe;Logicom Nova 350;0,12;65;7,8;3
01/06/2022;Colorado;Marketing;VoIP;Thomson st3030;0,09;5;0,45;2
01/03/2024;Arizona;Production;Fixe;Siemens Gigaset a400;0,12;50;6;2
01/07/2023;New;Hampshire;Fixe;Logicom Nova 350;0,1;5;0,5;10
01/10/2023;Virginia;Finance;VoIP;Thomson st2030;0,11;70;7,7;10
01/06/2022;Indiana;Achats;Fixe;Logicom Nova 350;0,12;20;2,4;6
01/02/2023;Alabama;Achats;Mobile;Samsung Galaxy;0,1;35;3,5;2
01/10/2022;Florida;Ventes;Fixe;Siemens Gigaset a400;0,1;5;0,5;2
01/06/2021;Irlande;du;Mobile;Samsung Galaxy;0,12;15;1,8;3
01/05/2024;Grand;Est;VoIP;Cisco SPA 303;0,1;75;7,5;10
01/12/2024;Alabama;Achats;Fixe;Logicom Nova 350;0,09;45;4,05;8
01/10/2023;North;Carolina;Fixe;Logicom Nova 350;0,1;15;1,5;3
01/02/2024;Missouri;R&D;Fixe;Siemens Gigaset a400;0,1;25;2,5;8
01/06/2022;Territoires;du;Mobile;LG G4;0,1;55;5,5;4
01/08/2024;Kentucky;R&D;Mobile;Samsung Galaxy;0,1;25;2,5;8
01/07/2024;New;York;VoIP;Thomson st3030;0,09;50;4,5;9
01/03/2024;Auvergne-Rhône-Alpes;Marketing;VoIP;Thomson st3030;0,1;20;2;9
01/08/2022;Minnesota;Achats;Mobile;Apple iPhone;0,1;30;3;7
01/09/2021;Grand;Est;Mobile;LG G4;0,11;60;6,6;4
01/11/2021;Montana;Juridique;Fixe;Logicom Nova 350;0,09;25;2,25;2
01/09/2024;Connecticut;Ventes;Mobile;Samsung Galaxy;0,11;35;3,85;8
01/07/2024;Pays;de;VoIP;Cisco SPA 303;0,11;55;6,05;7
01/06/2024;Nouvelle-Aquitaine;R&D;VoIP;Cisco SPA 303;0,1;20;2;4
01/06/2023;Wyoming;R&D;VoIP;Thomson st3030;0,09;15;1,35;3
01/10/2024;Vermont;Finance;VoIP;Cisco SPA 303;0,12;65;7,8;9
01/03/2024;Utah;Achats;VoIP;Thomson st3030;0,12;75;9;4
01/06/2024;Saskatchewan;Direction;Mobile;Samsung Galaxy;0,09;20;1,8;7
01/09/2024;Hauts-De-France;R&D;VoIP;Cisco SPA 303;0,12;70;8,4;5
01/04/2023;South;Carolina;Mobile;Apple iPhone;0,11;10;1,1;5
01/01/2023;Alabama;RH;Fixe;Siemens Gigaset a400;0,1;75;7,5;5
01/02/2024;South;Carolina;Mobile;LG G4;0,21;95;10,1;19
01/06/2024;Kentucky;R&D;VoIP;Thomson st3030;0,09;5;0,45;4
01/09/2022;Québec;RH;VoIP;Thomson st2030;0,11;40;4,4;4
01/08/2024;Occitanie;Marketing;Mobile;LG G4;0,09;55;4,95;4
01/01/2023;Ohio;Ventes;VoIP;Thomson st3030;0,12;30;3,6;8
01/06/2023;Nouveau-Brunswick;SI;Mobile;Apple iPhone;0,1;20;2;6
01/04/2023;Normandie;Production;VoIP;Cisco SPA 303;0,09;40;3,6;3
01/03/2021;Kansas;Finance;Fixe;Siemens Gigaset a400;0,11;75;8,25;2
01/10/2021;Grand;Est;VoIP;Thomson st3030;0,12;15;1,8;5
01/11/2024;Mississippi;SI;Fixe;Logicom Nova 350;0,12;70;8,4;9
01/09/2021;Maryland;Achats;Fixe;Logicom Nova 350;0,09;20;1,8;3
01/12/2024;Illinois;RH;Fixe;Alcatel Versatis;0,11;75;8,25;10
01/11/2022;Kentucky;RH;Mobile;LG G4;0,1;40;4;3
01/02/2021;Irlande;du;Fixe;Logicom Nova 350;0,11;75;8,25;9
01/12/2022;Ontario;Ventes;Mobile;Apple iPhone;0,11;20;2,2;6
01/05/2023;Michigan;R&D;VoIP;Cisco SPA 303;0,12;60;7,2;4
01/09/2021;Auvergne-Rhône-Alpes;RH;Fixe;Alcatel Versatis;0,09;45;4,05;7
01/07/2024;California;Direction;Mobile;Apple iPhone;0,09;5;0,45;3
01/09/2024;Delaware;Direction;Fixe;Alcatel Versatis;0,1;25;2,5;9
01/05/2024;Maine;SI;Fixe;Alcatel Versatis;0,1;50;5;2
01/03/2023;Pays;de;VoIP;Cisco SPA 303;0,11;75;8,25;9
01/04/2022;Nouvelle-Aquitaine;Production;Fixe;Alcatel Versatis;0,1;10;1;9
01/06/2021;New;Hampshire;Mobile;Apple iPhone;0,1;70;7;6
01/02/2023;South;Dakota;VoIP;Thomson st3030;0,12;15;1,8;8
01/09/2023;Texas;Direction;Mobile;Samsung Galaxy;0,11;45;4,95;6
01/08/2023;Vermont;Direction;Fixe;Logicom Nova 350;0,12;10;1,2;4
01/08/2024;Bretagne;SI;VoIP;Thomson st3030;0,1;30;3;6
01/12/2021;Pays;de;Mobile;Samsung Galaxy;0,12;65;7,8;6
01/07/2024;Grand;Est;Fixe;Logicom Nova 350;0,11;25;2,75;5
01/07/2022;New;Jersey;VoIP;Thomson st2030;0,12;45;5,4;7
01/04/2023;Québec;Achats;Mobile;LG G4;0,1;40;4;4
01/09/2023;New;Hampshire;Mobile;LG G4;0,09;10;0,9;4
01/09/2023;Kansas;RH;Mobile;Apple iPhone;0,12;5;0,6;4
01/04/2024;Nebraska;RH;VoIP;Thomson st3030;0,11;75;8,25;9
01/09/2023;Corse;R&D;Mobile;LG G4;0,09;40;3,6;8
01/07/2022;Idaho;Achats;VoIP;Thomson st3030;0,11;50;5,5;5
01/12/2021;Hauts-De-France;Marketing;VoIP;Cisco SPA 303;0,09;55;4,95;8
01/02/2022;New;Hampshire;Mobile;Samsung Galaxy;0,12;50;6;8
01/12/2023;New;Mexico;Fixe;Logicom Nova 350;0,1;35;3,5;10
01/11/2021;Nunavut;R&D;Mobile;Samsung Galaxy;0,12;20;2,4;5
01/02/2022;Normandie;Direction;Fixe;Logicom Nova 350;0,1;35;3,5;5
01/05/2022;Montana;Marketing;Mobile;Apple iPhone;0,11;60;6,6;4
01/01/2023;Georgia;Marketing;Fixe;Alcatel Versatis;0,09;75;6,75;2
01/05/2022;Nouvelle-Aquitaine;Production;Mobile;Samsung Galaxy;0,12;45;5,4;5
01/05/2023;Hawaii;R&D;Fixe;Alcatel Versatis;0,12;5;0,6;6
01/04/2023;Bourgogne-Franche-Comté;Marketing;VoIP;Thomson st2030;0,09;35;3,15;6
01/05/2022;Iowa;SI;VoIP;Cisco SPA 303;0,09;15;1,35;10
01/09/2024;Arkansas;Marketing;VoIP;Cisco SPA 303;0,12;25;3;7
01/08/2022;Québec;Production;VoIP;Thomson st3030;0,12;15;1,8;4
01/07/2021;Hauts-De-France;R&D;Fixe;Alcatel Versatis;0,12;75;9;7
01/03/2023;Grand;Est;VoIP;Cisco SPA 303;0,12;65;7,8;9
01/05/2021;New;Jersey;Mobile;Samsung Galaxy;0,1;50;5;8
01/10/2021;Arizona;Juridique;Mobile;Samsung Galaxy;0,1;20;2;3
01/04/2024;North;Carolina;VoIP;Thomson st2030;0,09;10;0,9;3
01/08/2023;Île-du-Prince-Édouard;Finance;Fixe;Siemens Gigaset a400;0,12;60;7,2;6
01/01/2024;Alberta;RH;VoIP;Cisco SPA 303;0,11;15;1,65;2
01/08/2024;Louisiana;Finance;Mobile;Samsung Galaxy;0,09;65;5,85;2
01/09/2021;Nouvelle-Écosse;RH;Mobile;LG G4;0,12;25;3;4
01/08/2024;North;Carolina;Mobile;Apple iPhone;0,11;70;7,7;7
01/09/2022;Grand;Est;Fixe;Logicom Nova 350;0,11;10;1,1;5
01/02/2024;Normandie;R&D;VoIP;Thomson st2030;0,12;65;7,8;3
01/06/2022;Hauts-De-France;Juridique;Mobile;Apple iPhone;0,1;40;4;10
01/01/2024;Mississippi;Marketing;VoIP;Cisco SPA 303;0,09;25;2,25;9
01/08/2021;Territoires;du;Fixe;Logicom Nova 350;0,12;65;7,8;4
01/08/2023;Kentucky;Marketing;Mobile;Apple iPhone;0,11;30;3,3;4
01/11/2022;West;Virginia;VoIP;Thomson st2030;0,09;45;4,05;9
01/06/2021;Florida;SI;Mobile;Samsung Galaxy;0,09;70;6,3;9
01/08/2023;Mississippi;Production;Mobile;LG G4;0,12;15;1,8;4
01/03/2023;Arizona;RH;Fixe;Logicom Nova 350;0,1;60;6;5
01/06/2022;Wisconsin;Finance;VoIP;Cisco SPA 303;0,1;20;2;9
01/08/2024;Mississippi;Finance;Fixe;Siemens Gigaset a400;0,1;60;6;4
01/08/2021;Irlande;du;Mobile;Samsung Galaxy;0,1;45;4,5;3
01/10/2022;Occitanie;RH;VoIP;Cisco SPA 303;0,09;55;4,95;6
01/02/2023;Florida;Marketing;Mobile;LG G4;0,11;30;3,3;3
01/07/2024;Louisiana;Finance;Fixe;Logicom Nova 350;0,09;70;6,3;5
01/07/2021;Occitanie;Finance;Fixe;Siemens Gigaset a400;0,09;15;1,35;10
01/02/2021;Nunavut;Juridique;VoIP;Thomson st3030;0,11;75;8,25;5
01/05/2023;Centre-Val;de;VoIP;Cisco SPA 303;0,09;55;4,95;3
01/07/2021;Minnesota;Direction;VoIP;Cisco SPA 303;0,12;15;1,8;8
01/08/2022;Colorado;Juridique;Fixe;Siemens Gigaset a400;0,11;45;4,95;6
01/12/2024;Centre-Val;de;Mobile;Apple iPhone;0,12;30;3,6;10
01/02/2022;Connecticut;Achats;VoIP;Thomson st3030;0,09;50;4,5;7
01/09/2021;Corse;Marketing;Mobile;LG G4;0,09;45;4,05;6
01/10/2024;Connecticut;RH;Mobile;LG G4;0,12;45;5,4;3
01/12/2024;Nouvelle-Aquitaine;Achats;VoIP;Cisco SPA 303;0,11;45;4,95;5
01/04/2024;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st2030;0,12;40;4,8;10
01/03/2022;South;Carolina;Fixe;Logicom Nova 350;0,1;10;1;10
01/06/2021;Florida;R&D;Fixe;Alcatel Versatis;0,1;25;2,5;4
01/06/2024;Grand;Est;Mobile;Apple iPhone;0,12;5;0,6;2
01/02/2021;Pays;de;VoIP;Thomson st3030;0,12;15;1,8;5
01/05/2022;Bourgogne-Franche-Comté;R&D;Fixe;Logicom Nova 350;0,11;10;1,1;8
01/04/2021;Hauts-De-France;Direction;Fixe;Alcatel Versatis;0,11;40;4,4;4
01/02/2021;Virginia;Finance;VoIP;Thomson st3030;0,09;55;4,95;3
01/03/2022;Florida;Production;Fixe;Siemens Gigaset a400;0,1;35;3,5;2
01/04/2021;Centre-Val;de;Fixe;Siemens Gigaset a400;0,12;70;8,4;5
01/11/2022;North;Dakota;VoIP;Thomson st2030;0,09;15;1,35;9
01/02/2023;Rhode;Island;Mobile;Samsung Galaxy;0,11;60;6,6;10
01/11/2022;Normandie;Ventes;Fixe;Siemens Gigaset a400;0,11;10;1,1;6
01/11/2022;Grand;Est;VoIP;Thomson st3030;0,09;35;3,15;6
01/06/2022;Colorado;Finance;VoIP;Thomson st2030;0,1;70;7;3
01/09/2023;Idaho;R&D;Fixe;Alcatel Versatis;0,09;40;3,6;3
01/09/2022;Bretagne;SI;Fixe;Siemens Gigaset a400;0,11;60;6,6;8
01/06/2022;Utah;Direction;VoIP;Thomson st3030;0,1;25;2,5;5
01/05/2022;Corse;Finance;VoIP;Thomson st3030;0,11;75;8,25;3
01/11/2022;Écosse;RH;Mobile;Apple iPhone;0,11;15;1,65;5
01/03/2022;Yukon;SI;Fixe;Alcatel Versatis;0,09;5;0,45;10
01/05/2023;Washington;Direction;Fixe;Siemens Gigaset a400;0,12;55;6,6;6
01/12/2022;Angleterre;Finance;Mobile;Samsung Galaxy;0,1;70;7;10
01/11/2022;Hawaii;Production;Fixe;Alcatel Versatis;0,11;35;3,85;7
01/11/2022;Mississippi;Ventes;Fixe;Logicom Nova 350;0,1;35;3,5;5
01/07/2023;Nebraska;Juridique;VoIP;Thomson st3030;0,12;30;3,6;4
01/04/2024;Connecticut;RH;VoIP;Thomson st2030;0,12;70;8,4;3
01/07/2022;Texas;Juridique;Mobile;Apple iPhone;0,09;65;5,85;9
01/08/2023;Washington;Juridique;VoIP;Cisco SPA 303;0,12;55;6,6;4
01/04/2021;Angleterre;Juridique;Fixe;Siemens Gigaset a400;0,11;10;1,1;10
01/11/2023;Virginia;RH;Fixe;Alcatel Versatis;0,1;70;7;5
01/07/2023;Nunavut;Achats;Mobile;Samsung Galaxy;0,24;70;8,4;16
01/03/2023;Vermont;R&D;VoIP;Thomson st2030;0,09;70;6,3;6
01/11/2021;South;Dakota;Mobile;Samsung Galaxy;0,1;20;2;5
01/12/2022;Auvergne-Rhône-Alpes;RH;Fixe;Siemens Gigaset a400;0,11;75;8,25;3
01/09/2023;West;Virginia;Mobile;Apple iPhone;0,1;40;4;7
01/01/2022;Provence-Alpes-Côte;d'Azur;VoIP;Thomson st2030;0,09;15;1,35;7
01/07/2022;Colombie-Britannique;Achats;Mobile;Samsung Galaxy;0,1;10;1;2
01/11/2023;North;Carolina;VoIP;Thomson st3030;0,11;10;1,1;6
01/07/2023;Alberta;Ventes;Fixe;Logicom Nova 350;0,1;5;0,5;3
01/04/2023;Indiana;R&D;Mobile;Apple iPhone;0,11;65;7,15;8
01/03/2023;Oregon;Achats;Mobile;Apple iPhone;0,12;40;4,8;8
01/02/2022;Indiana;Marketing;Fixe;Alcatel Versatis;0,11;10;1,1;6
01/11/2024;New;Jersey;Fixe;Logicom Nova 350;0,12;25;3;6
01/08/2021;Tennessee;SI;Mobile;LG G4;0,09;55;4,95;10
01/02/2022;South;Carolina;VoIP;Thomson st2030;0,09;10;0,9;2
01/09/2024;Nouvelle-Écosse;Ventes;Mobile;Samsung Galaxy;0,12;10;1,2;7
01/11/2024;Michigan;Marketing;Fixe;Alcatel Versatis;0,1;15;1,5;10
01/12/2022;Connecticut;RH;Mobile;LG G4;0,09;30;2,7;6
01/10/2023;Utah;Finance;VoIP;Thomson st2030;0,09;65;5,85;5
01/07/2024;Pays;de;Fixe;Logicom Nova 350;0,1;30;3;5
01/01/2021;West;Virginia;VoIP;Cisco SPA 303;0,09;25;2,25;3
01/07/2021;Massachusetts;R&D;Fixe;Logicom Nova 350;0,12;50;6;5
01/02/2022;Nouvelle-Aquitaine;Marketing;Fixe;Logicom Nova 350;0,12;30;3,6;7
01/04/2024;New;York;Mobile;Apple iPhone;0,09;10;0,9;4
01/06/2021;Nouvelle-Écosse;Production;VoIP;Thomson st2030;0,09;35;3,15;3
01/10/2023;Nouvelle-Aquitaine;Direction;Fixe;Logicom Nova 350;0,09;60;5,4;8
01/01/2022;Maine;RH;Fixe;Alcatel Versatis;0,1;20;2;5
01/07/2024;Normandie;Finance;Fixe;Siemens Gigaset a400;0,09;75;6,75;3
01/05/2021;Nouvelle-Écosse;Juridique;Mobile;Apple iPhone;0,1;25;2,5;10
01/09/2024;Illinois;Finance;Fixe;Alcatel Versatis;0,09;45;4,05;5
01/04/2022;Nunavut;Marketing;Fixe;Logicom Nova 350;0,12;55;6,6;7
01/04/2024;Centre-Val;de;Mobile;Apple iPhone;0,11;70;7,7;4
01/07/2024;Centre-Val;de;Mobile;LG G4;0,12;30;3,6;3
01/06/2022;Nevada;Direction;VoIP;Cisco SPA 303;0,09;35;3,15;7
01/04/2022;Bourgogne-Franche-Comté;R&D;Mobile;Apple iPhone;0,1;45;4,5;3
01/09/2023;Michigan;Ventes;Mobile;Samsung Galaxy;0,1;45;4,5;7
01/10/2021;Manitoba;Marketing;Fixe;Alcatel Versatis;0,1;45;4,5;5
01/01/2022;Provence-Alpes-Côte;d'Azur;Mobile;Apple iPhone;0,1;5;0,5;9
01/11/2021;Delaware;Juridique;VoIP;Cisco SPA 303;0,12;45;5,4;2
01/04/2021;Washington;RH;VoIP;Thomson st3030;0,12;15;1,8;3
01/05/2023;Hauts-De-France;RH;Fixe;Logicom Nova 350;0,1;35;3,5;8
01/04/2024;Wisconsin;RH;VoIP;Thomson st2030;0,12;40;4,8;7
01/02/2022;Yukon;Ventes;Mobile;Samsung Galaxy;0,1;35;3,5;5
01/12/2024;South;Dakota;Fixe;Alcatel Versatis;0,1;60;6;10
01/10/2024;Grand;Est;Fixe;Siemens Gigaset a400;0,12;70;8,4;7
01/12/2024;Florida;Finance;Fixe;Logicom Nova 350;0,1;5;0,5;4
01/07/2022;Nunavut;SI;Fixe;Siemens Gigaset a400;0,1;20;2;5
01/10/2023;Nouveau-Brunswick;Marketing;VoIP;Cisco SPA 303;0,09;60;5,4;3
01/11/2022;Nunavut;R&D;VoIP;Thomson st3030;0,11;20;2,2;9
01/04/2023;South;Carolina;VoIP;Cisco SPA 303;0,09;25;2,25;10
01/04/2021;Nouvelle-Aquitaine;Finance;Mobile;LG G4;0,1;65;6,5;9
01/04/2022;Idaho;Direction;Fixe;Logicom Nova 350;0,11;45;4,95;10
01/10/2022;Wyoming;Direction;Fixe;Alcatel Versatis;0,1;50;5;7
01/10/2021;Nouvelle-Écosse;R&D;VoIP;Thomson st2030;0,1;15;1,5;7
01/03/2024;Bretagne;Juridique;Fixe;Logicom Nova 350;0,1;45;4,5;4
01/02/2021;Vermont;Production;VoIP;Thomson st2030;0,1;70;7;4
01/08/2022;Nebraska;Marketing;Mobile;Apple iPhone;0,09;40;3,6;4
01/01/2021;Kansas;Juridique;VoIP;Cisco SPA 303;0,1;60;6;2
01/04/2023;Manitoba;Production;Fixe;Logicom Nova 350;0,12;20;2,4;10
01/03/2024;Nouvelle-Écosse;SI;Fixe;Logicom Nova 350;0,11;70;7,7;10
01/06/2021;Grand;Est;VoIP;Cisco SPA 303;0,11;5;0,55;9
01/01/2023;Corse;Achats;VoIP;Cisco SPA 303;0,12;70;8,4;8
01/02/2021;Montana;R&D;VoIP;Thomson st3030;0,09;5;0,45;8
01/01/2021;New;Mexico;Mobile;Apple iPhone;0,1;60;6;2
01/09/2023;Yukon;RH;VoIP;Thomson st2030;0,09;40;3,6;7
01/07/2022;New;Hampshire;VoIP;Cisco SPA 303;0,09;75;6,75;9
01/04/2021;New;Hampshire;Fixe;Alcatel Versatis;0,1;40;4;10
01/01/2022;Wyoming;Juridique;Fixe;Alcatel Versatis;0,1;20;2;3
01/04/2021;California;Marketing;Mobile;LG G4;0,09;10;0,9;10
01/12/2023;Maine;Achats;Fixe;Alcatel Versatis;0,1;35;3,5;4
01/03/2021;Nunavut;R&D;VoIP;Thomson st2030;0,09;60;5,4;8
01/02/2021;Wisconsin;SI;VoIP;Thomson st3030;0,11;55;6,05;6
01/10/2023;Kentucky;Finance;Mobile;Apple iPhone;0,12;65;7,8;2
01/04/2024;Maryland;RH;Mobile;Apple iPhone;0,11;75;8,25;3
01/03/2021;Nouveau-Brunswick;Achats;Mobile;Samsung Galaxy;0,11;55;6,05;7
01/10/2023;West;Virginia;VoIP;Thomson st3030;0,09;70;6,3;5
01/10/2024;Terre-Neuve-et-Labrador;Production;Fixe;Logicom Nova 350;0,1;20;2;6
01/10/2022;Saskatchewan;Juridique;Mobile;Samsung Galaxy;0,12;65;7,8;8
01/12/2024;Écosse;Marketing;Mobile;LG G4;0,1;35;3,5;7
01/05/2023;Normandie;Finance;VoIP;Thomson st2030;0,12;10;1,2;8
01/05/2023;Kentucky;Finance;Mobile;Samsung Galaxy;0,1;25;2,5;4
01/02/2024;Tennessee;Finance;Fixe;Logicom Nova 350;0,1;15;1,5;6
01/07/2024;Georgia;Ventes;Fixe;Logicom Nova 350;0,1;30;3;7
01/02/2021;Alberta;Ventes;VoIP;Thomson st3030;0,12;65;7,8;9
01/04/2023;Illinois;R&D;Fixe;Alcatel Versatis;0,1;50;5;6
01/05/2022;Oklahoma;SI;Mobile;Samsung Galaxy;0,1;65;6,5;10
01/11/2023;Oregon;RH;Fixe;Logicom Nova 350;0,09;60;5,4;4
01/09/2023;Nouvelle-Aquitaine;Juridique;VoIP;Cisco SPA 303;0,1;60;6;9
01/03/2024;Québec;Marketing;VoIP;Thomson st2030;0,09;60;5,4;4
01/11/2023;Connecticut;Achats;VoIP;Thomson st2030;0,09;10;0,9;2
01/01/2023;Oregon;Production;Mobile;LG G4;0,11;35;3,85;4
